Domicile,First year marker,Level of study,Mode of study,Country of HE provider,Academic Year,Number
England,Other years,Postgraduate (taught),Full-time,Wales,2017/18,450
England,Other years,Postgraduate (taught),Full-time,Wales,2018/19,545
England,Other years,Postgraduate (taught),Part-time,England,2014/15,68215
England,Other years,Postgraduate (taught),Part-time,England,2015/16,66145
England,Other years,Postgraduate (taught),Part-time,England,2016/17,64715
England,Other years,Postgraduate (taught),Part-time,England,2017/18,67685
England,Other years,Postgraduate (taught),Part-time,England,2018/19,66870
England,Other years,Postgraduate (taught),Part-time,Northern Ireland,2014/15,340
England,Other years,Postgraduate (taught),Part-time,Northern Ireland,2015/16,330
England,Other years,Postgraduate (taught),Part-time,Northern Ireland,2016/17,340
England,Other years,Postgraduate (taught),Part-time,Northern Ireland,2017/18,405
England,Other years,Postgraduate (taught),Part-time,Northern Ireland,2018/19,405
England,Other years,Postgraduate (taught),Part-time,Scotland,2014/15,3095
England,Other years,Postgraduate (taught),Part-time,Scotland,2015/16,2800
England,Other years,Postgraduate (taught),Part-time,Scotland,2016/17,2655
England,Other years,Postgraduate (taught),Part-time,Scotland,2017/18,2595
England,Other years,Postgraduate (taught),Part-time,Scotland,2018/19,2485
England,Other years,Postgraduate (taught),Part-time,Wales,2014/15,1395
England,Other years,Postgraduate (taught),Part-time,Wales,2015/16,1305
England,Other years,Postgraduate (taught),Part-time,Wales,2016/17,1295
England,Other years,Postgraduate (taught),Part-time,Wales,2017/18,1245
England,Other years,Postgraduate (taught),Part-time,Wales,2018/19,1200
England,All,Postgraduate (taught),Full-time,England,2014/15,69400
England,All,Postgraduate (taught),Full-time,England,2015/16,71095
England,All,Postgraduate (taught),Full-time,England,2016/17,87160
England,All,Postgraduate (taught),Full-time,England,2017/18,92575
England,All,Postgraduate (taught),Full-time,England,2018/19,93560
England,All,Postgraduate (taught),Full-time,Northern Ireland,2014/15,70
England,All,Postgraduate (taught),Full-time,Northern Ireland,2015/16,75
England,All,Postgraduate (taught),Full-time,Northern Ireland,2016/17,170
England,All,Postgraduate (taught),Full-time,Northern Ireland,2017/18,275
England,All,Postgraduate (taught),Full-time,Northern Ireland,2018/19,340
England,All,Postgraduate (taught),Full-time,Scotland,2014/15,1345
England,All,Postgraduate (taught),Full-time,Scotland,2015/16,1325
England,All,Postgraduate (taught),Full-time,Scotland,2016/17,1665
England,All,Postgraduate (taught),Full-time,Scotland,2017/18,1960
England,All,Postgraduate (taught),Full-time,Scotland,2018/19,1935
England,All,Postgraduate (taught),Full-time,Wales,2014/15,1305
England,All,Postgraduate (taught),Full-time,Wales,2015/16,1205
England,All,Postgraduate (taught),Full-time,Wales,2016/17,1680
England,All,Postgraduate (taught),Full-time,Wales,2017/18,1950
England,All,Postgraduate (taught),Full-time,Wales,2018/19,2055
England,All,Postgraduate (taught),Part-time,England,2014/15,143630
England,All,Postgraduate (taught),Part-time,England,2015/16,142125
England,All,Postgraduate (taught),Part-time,England,2016/17,146615
England,All,Postgraduate (taught),Part-time,England,2017/18,145660
England,All,Postgraduate (taught),Part-time,England,2018/19,145605
England,All,Postgraduate (taught),Part-time,Northern Ireland,2014/15,800
England,All,Postgraduate (taught),Part-time,Northern Ireland,2015/16,860
England,All,Postgraduate (taught),Part-time,Northern Ireland,2016/17,910
England,All,Postgraduate (taught),Part-time,Northern Ireland,2017/18,975
England,All,Postgraduate (taught),Part-time,Northern Ireland,2018/19,1055
England,All,Postgraduate (taught),Part-time,Scotland,2014/15,4575
England,All,Postgraduate (taught),Part-time,Scotland,2015/16,4420
England,All,Postgraduate (taught),Part-time,Scotland,2016/17,4345
England,All,Postgraduate (taught),Part-time,Scotland,2017/18,4430
England,All,Postgraduate (taught),Part-time,Scotland,2018/19,4265
England,All,Postgraduate (taught),Part-time,Wales,2014/15,2700
England,All,Postgraduate (taught),Part-time,Wales,2015/16,2665
England,All,Postgraduate (taught),Part-time,Wales,2016/17,2765
England,All,Postgraduate (taught),Part-time,Wales,2017/18,2615
England,All,Postgraduate (taught),Part-time,Wales,2018/19,2705
England,All,Postgraduate (taught),All,England,2014/15,213025
England,All,Postgraduate (taught),All,England,2015/16,213220
England,All,Postgraduate (taught),All,England,2016/17,233770
England,All,Postgraduate (taught),All,England,2017/18,238235
England,All,Postgraduate (taught),All,England,2018/19,239165
England,All,Postgraduate (taught),All,Northern Ireland,2014/15,870
England,All,Postgraduate (taught),All,Northern Ireland,2015/16,935
England,All,Postgraduate (taught),All,Northern Ireland,2016/17,1080
England,All,Postgraduate (taught),All,Northern Ireland,2017/18,1255
England,All,Postgraduate (taught),All,Northern Ireland,2018/19,1395
England,All,Postgraduate (taught),All,Scotland,2014/15,5915
England,All,Postgraduate (taught),All,Scotland,2015/16,5745
England,All,Postgraduate (taught),All,Scotland,2016/17,6015
England,All,Postgraduate (taught),All,Scotland,2017/18,6390
England,All,Postgraduate (taught),All,Scotland,2018/19,6200
England,All,Postgraduate (taught),All,Wales,2014/15,4010
England,All,Postgraduate (taught),All,Wales,2015/16,3870
England,All,Postgraduate (taught),All,Wales,2016/17,4445
England,All,Postgraduate (taught),All,Wales,2017/18,4565
England,All,Postgraduate (taught),All,Wales,2018/19,4755
England,First year,Postgraduate (taught),All,England,2014/15,132625
England,First year,Postgraduate (taught),All,England,2015/16,134770
England,First year,Postgraduate (taught),All,England,2016/17,155695
England,First year,Postgraduate (taught),All,England,2017/18,155040
England,First year,Postgraduate (taught),All,England,2018/19,155515
England,First year,Postgraduate (taught),All,Northern Ireland,2014/15,510
England,First year,Postgraduate (taught),All,Northern Ireland,2015/16,585
England,First year,Postgraduate (taught),All,Northern Ireland,2016/17,725
England,First year,Postgraduate (taught),All,Northern Ireland,2017/18,800
England,First year,Postgraduate (taught),All,Northern Ireland,2018/19,935
England,First year,Postgraduate (taught),All,Scotland,2014/15,2520
England,First year,Postgraduate (taught),All,Scotland,2015/16,2645
England,First year,Postgraduate (taught),All,Scotland,2016/17,3155
England,First year,Postgraduate (taught),All,Scotland,2017/18,3440
England,First year,Postgraduate (taught),All,Scotland,2018/19,3325
England,First year,Postgraduate (taught),All,Wales,2014/15,2380
England,First year,Postgraduate (taught),All,Wales,2015/16,2310
England,First year,Postgraduate (taught),All,Wales,2016/17,2845
England,First year,Postgraduate (taught),All,Wales,2017/18,2870
England,First year,Postgraduate (taught),All,Wales,2018/19,3010
England,Other years,Postgraduate (taught),All,England,2014/15,80405
England,Other years,Postgraduate (taught),All,England,2015/16,78445
England,Other years,Postgraduate (taught),All,England,2016/17,78080
England,Other years,Postgraduate (taught),All,England,2017/18,83195
England,Other years,Postgraduate (taught),All,England,2018/19,83645
England,Other years,Postgraduate (taught),All,Northern Ireland,2014/15,360
England,Other years,Postgraduate (taught),All,Northern Ireland,2015/16,350
England,Other years,Postgraduate (taught),All,Northern Ireland,2016/17,355
England,Other years,Postgraduate (taught),All,Northern Ireland,2017/18,455
England,Other years,Postgraduate (taught),All,Northern Ireland,2018/19,465
England,Other years,Postgraduate (taught),All,Scotland,2014/15,3395
England,Other years,Postgraduate (taught),All,Scotland,2015/16,3100
England,Other years,Postgraduate (taught),All,Scotland,2016/17,2855
England,Other years,Postgraduate (taught),All,Scotland,2017/18,2950
England,Other years,Postgraduate (taught),All,Scotland,2018/19,2875
England,Other years,Postgraduate (taught),All,Wales,2014/15,1625
England,Other years,Postgraduate (taught),All,Wales,2015/16,1560
England,Other years,Postgraduate (taught),All,Wales,2016/17,1595
England,Other years,Postgraduate (taught),All,Wales,2017/18,1695
England,Other years,Postgraduate (taught),All,Wales,2018/19,1745
England,All,Postgraduate (taught),All,All,2014/15,223820
England,All,Postgraduate (taught),All,All,2015/16,223770
England,All,Postgraduate (taught),All,All,2016/17,245310
England,All,Postgraduate (taught),All,All,2017/18,250445
England,All,Postgraduate (taught),All,All,2018/19,251520
England,All,Postgraduate (taught),Full-time,All,2014/15,72120
England,All,Postgraduate (taught),Full-time,All,2015/16,73705
England,All,Postgraduate (taught),Full-time,All,2016/17,90675
England,All,Postgraduate (taught),Full-time,All,2017/18,96765
England,All,Postgraduate (taught),Full-time,All,2018/19,97890
England,All,Postgraduate (taught),Part-time,All,2014/15,151705
England,All,Postgraduate (taught),Part-time,All,2015/16,150065
England,All,Postgraduate (taught),Part-time,All,2016/17,154630
England,All,Postgraduate (taught),Part-time,All,2017/18,153680
England,All,Postgraduate (taught),Part-time,All,2018/19,153630
England,First year,Postgraduate (taught),All,All,2014/15,138035
England,First year,Postgraduate (taught),All,All,2015/16,140315
England,First year,Postgraduate (taught),All,All,2016/17,162425
England,First year,Postgraduate (taught),All,All,2017/18,162150
England,First year,Postgraduate (taught),All,All,2018/19,162785
England,First year,Postgraduate (taught),Full-time,All,2014/15,59375
England,First year,Postgraduate (taught),Full-time,All,2015/16,60835
England,First year,Postgraduate (taught),Full-time,All,2016/17,76795
England,First year,Postgraduate (taught),Full-time,All,2017/18,80400
England,First year,Postgraduate (taught),Full-time,All,2018/19,80115
England,First year,Postgraduate (taught),Part-time,All,2014/15,78660
England,First year,Postgraduate (taught),Part-time,All,2015/16,79480
England,First year,Postgraduate (taught),Part-time,All,2016/17,85630
England,First year,Postgraduate (taught),Part-time,All,2017/18,81750
England,First year,Postgraduate (taught),Part-time,All,2018/19,82675
England,Other years,Postgraduate (taught),All,All,2014/15,85790
England,Other years,Postgraduate (taught),All,All,2015/16,83455
England,Other years,Postgraduate (taught),All,All,2016/17,82885
England,Other years,Postgraduate (taught),All,All,2017/18,88290
England,Other years,Postgraduate (taught),All,All,2018/19,88735
England,Other years,Postgraduate (taught),Full-time,All,2014/15,12745
England,Other years,Postgraduate (taught),Full-time,All,2015/16,12870
England,Other years,Postgraduate (taught),Full-time,All,2016/17,13885
England,Other years,Postgraduate (taught),Full-time,All,2017/18,16365
England,Other years,Postgraduate (taught),Full-time,All,2018/19,17775
England,Other years,Postgraduate (taught),Part-time,All,2014/15,73045
England,Other years,Postgraduate (taught),Part-time,All,2015/16,70585
England,Other years,Postgraduate (taught),Part-time,All,2016/17,69000
England,Other years,Postgraduate (taught),Part-time,All,2017/18,71930
England,Other years,Postgraduate (taught),Part-time,All,2018/19,70955
England,All,All postgraduate,All,All,2014/15,277515
England,All,All postgraduate,All,All,2015/16,277500
England,All,All postgraduate,All,All,2016/17,299630
England,All,All postgraduate,All,All,2017/18,304865
England,All,All postgraduate,All,All,2018/19,307095
England,All,All postgraduate,All,England,2014/15,264210
England,All,All postgraduate,All,England,2015/16,264230
England,All,All postgraduate,All,England,2016/17,285200
England,All,All postgraduate,All,England,2017/18,289675
England,All,All postgraduate,All,England,2018/19,291630
England,All,All postgraduate,All,Northern Ireland,2014/15,995
England,All,All postgraduate,All,Northern Ireland,2015/16,1075
England,All,All postgraduate,All,Northern Ireland,2016/17,1215
England,All,All postgraduate,All,Northern Ireland,2017/18,1410
England,All,All postgraduate,All,Northern Ireland,2018/19,1535
England,All,All postgraduate,All,Scotland,2014/15,7405
England,All,All postgraduate,All,Scotland,2015/16,7370
England,All,All postgraduate,All,Scotland,2016/17,7685
England,All,All postgraduate,All,Scotland,2017/18,8150
England,All,All postgraduate,All,Scotland,2018/19,8055
England,All,All postgraduate,All,Wales,2014/15,4905
